grin_accession,flower_color,height,hilum_color,lodging,maturity_group,oil,protein,pubescence_color,seed_quality,seed_weight,yield
PI639563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639566A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639566C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639566D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639571A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639571B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639580A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639580B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639582A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639582B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639588A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639588B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639590A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639590B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639597A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639597B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639597C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639600B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639601A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639601B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639612A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639612B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639617A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639617B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639623A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639623B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639630A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639630B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639632A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639632B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639632C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639633A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639633B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI640432,W,NA,Y,NA,VI,NA,NA,G,NA,NA,NA
PI640433,W,NA,Y,NA,VI,NA,NA,G,NA,NA,NA
PI640911,P,NA,NA,NA,II,NA,NA,T,NA,NA,NA
PI641156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI641937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI641938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI642055,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI642732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI642768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI643146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI643911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI643912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI643913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI643914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI644024,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI644025,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI644042,P,NA,Br,NA,VII,NA,NA,T,NA,NA,NA
PI644043,P,NA,Br,NA,VII,NA,NA,T,NA,NA,NA
PI644044,P,NA,Br,NA,VII,NA,NA,T,NA,NA,NA
PI644045,P,NA,Br,NA,VII,NA,NA,T,NA,NA,NA
PI644046,P,NA,Br,NA,VII,NA,NA,T,NA,NA,NA
PI644047,P,NA,Bl,NA,VIII,NA,NA,T,NA,NA,NA
PI644048,P,NA,Bl,NA,VIII,NA,NA,T,NA,NA,NA
PI644049,P,NA,Bl,NA,VIII,NA,NA,T,NA,NA,NA
PI644050,P,NA,Bl,NA,VIII,NA,NA,T,NA,NA,NA
PI644051,P,NA,Bl,NA,VIII,NA,NA,T,NA,NA,NA
PI644052,P,NA,Bl,NA,VIII,NA,NA,T,NA,NA,NA
PI644053,P,NA,Bl,NA,VIII,NA,NA,T,NA,NA,NA
PI644054,P,NA,Bl,NA,VII,NA,NA,T,NA,NA,NA
PI644055,P,NA,Bl,NA,VII,NA,NA,T,NA,NA,NA
PI644056,P,NA,Bl,NA,VII,NA,NA,T,NA,NA,NA
PI644057,P,NA,Bl,NA,VII,NA,NA,T,NA,NA,NA
PI644058,P,NA,Bl,NA,VII,NA,NA,T,NA,NA,NA
PI644059,P,NA,Bl,NA,VII,NA,NA,T,NA,NA,NA
PI646156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI646157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI64698,W,89,Bl,4,IV,15.7,41.6,Ng,2.3,10.9,1.98
PI647082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI647085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI647086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI64747,P,74,Y,4.3,IV,20.7,42.3,G,2.5,14.5,2.1
PI647960,P,NA,Ib,NA,V,NA,NA,G,NA,NA,NA
PI647961,P,NA,Ib,NA,V,NA,NA,G,NA,NA,NA
PI647962,W,NA,Bf,NA,V,NA,NA,G,NA,NA,NA
PI648270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI648388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI652442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI652443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI652935,W,NA,Bl,NA,VI,NA,NA,T,NA,NA,NA
PI653109,Pm,NA,Lbf,NA,II,NA,NA,G,NA,NA,NA
PI65338,P,74,Ib,2.3,II,21.6,37.2,G,3,13.2,2.57
PI65341,W,76,Bf,2.1,II,21.7,39.9,G,3.3,17.6,2.31
PI65342,P,43,Bf,1,V,19.05,44.25,G,2.3,12.6,1.86
PI653440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI65346,W,84,Bf,2.2,II,22.75,40,G,3.5,19.2,2.62
PI65354,W,86,Bl,2.2,II,20.15,42.75,T,2.3,15.6,1.82
PI65379,W,107,Bf,3.8,III,21.4,40.9,G,2.5,14.4,2.91
PI653848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI653874B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI65388,P,69,Br,3.7,II,15.1,42.5,T,2,4.8,1.54
PI654355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI654356,W,NA,Bf,NA,V,NA,NA,G,NA,NA,NA
PI65549,P,100,Bl,NA,II,9.3,51.2,T,NA,1.4,NA
PI655521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI656647,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI68011,W,102,Y,2.5,IV,21.7,42,G,2.5,19,2.47
PI68398,W,117,Bf,2.8,III,19.8,41.4,G,2.3,15.2,2.57
PI68410,W,91,Bf,2,II,21.5,38.5,G,3,16.6,2.57
PI68421,P,89,Bl,2.9,II,20.9,40.6,T,2.8,16.1,2.33
PI68423,P,81,Ig,3.8,III,20.7,43.7,G,2.5,15.1,2.74
PI68427,P,66,Ib,1.9,II,21.6,39.5,G,3,13.3,2.55
PI68430,P,94,Y,2.3,II,20.3,41.4,G,2.5,12.8,2.71
PI68436,P,94,Br,2.6,II,21.7,39,T,3,13.2,2.47
PI68439,W,97,Bf,2.4,II,21.5,40,G,3,16.2,2.23
PI68443,P,74,Ib,1.6,II,21.3,40.6,G,2.8,12.9,2.38
PI68446,P,89,Bl,3.4,II,21.7,42.75,T,2.8,15.6,2.16
PI68448,P,74,Ib,1.9,II,21.6,38.8,G,3,13.5,2.67
PI68449,P,142,Br,3.9,IV,18.5,42.8,T,2.3,20,3.19
PI68454,P,89,Bl,2.1,II,21.2,40.3,T,3.5,16.6,2.31
PI68455,P,91,Y,2.2,II,19.95,43.85,G,2.8,16.2,2.26
PI68457-1,P,89,Br,2.3,II,21.9,39.8,T,3,18.4,2.49
PI68457,W,79,Bf,1.8,II,21.9,41.1,G,3,17.3,2.62
PI68461-1,W,86,Bf,2.2,II,23,40.2,G,3.3,13.9,2.61
PI68461,P,76,Ib,1.9,II,22,39.6,G,3,13,2.41
PI68465-1,P,94,Br,3.1,II,20.1,42.1,Lt,2.5,12.2,2.22
PI68465,P,76,Ib,1.9,II,22,37.2,G,3,14.7,2.6
PI68466,P,79,Ib,2,II,22.4,39.1,G,3,13.8,2.58
PI68470,P,91,Br,4,III,19.2,44.35,Lt,2.5,15.5,2.66
PI68474-2,P,102,Dbr,2.3,I,19.6,45.7,T,2,14.5,2.03
PI68474,P,81,Ib,2.3,II,22,39.4,G,3,14.8,2.7
PI68475-1,P,89,Br,2.4,II,20.2,42.2,T,2.5,13.6,2.62
PI68475,P,79,Ib,2.2,II,21.75,41.5,G,3,15.1,2.65
PI68479-1,W,84,Br,3.3,III,20.6,44,T,2.3,15.1,2.78
PI68479,W,74,Bf,2.3,III,21.25,41.1,G,2,15,2.73
PI68480,W,84,Bf,2.4,II,22.7,39.9,G,3.3,13.6,2.49
PI68481,W,86,Bf,2.7,II,22.3,39.8,G,3.3,17,2.67
PI68483,P,97,Bf,2.7,III,18.5,44.7,G,2.3,15.2,2.65
PI68484-1,P,99,Bl,3.3,II,20.5,41.8,T,2.5,16.2,2.29
PI68484-4,P,84,Br,2.1,II,19.8,41.7,T,2,13.4,2.17
PI68488,P,79,Ib,2.2,II,22,38.7,G,2.5,13.8,2.62
PI68494,P,99,Br,3.9,III,20.1,42.2,Lt,2.3,15,2.69
PI68500,W,97,G,1.9,II,20.5,41.5,T,2.8,18.5,2.31
PI68503,P,81,Ib,2,II,22.7,38.9,G,3,14.5,2.62
PI68508,W,76,Bf,2.1,II,21.9,38.7,G,2.8,14.1,2.93
PI68516,P,86,Y,1.6,II,20.7,42.5,G,2.8,16.5,2.23
PI68521-1,P,86,Br,4.5,III,21.3,42.3,T,2.5,15.9,2.47
PI68521,P,74,Ib,2.7,II,20.7,39.6,G,2.8,12.3,2.41
PI68522,W,99,Bf,2.2,II,21.3,38.5,G,2.5,15.2,2.97
PI68523,P,112,Dg,3.5,III,19.25,42.95,T,2.8,15.5,2.88
PI68526,P,74,Ib,1.7,II,22.7,39.5,G,3,15.1,2.89
PI68528,P,99,Bl,3,III,20.9,40.8,T,2.5,15,2.43
PI68530-2,P,79,G,3.6,III,20.9,40.7,T,2.3,13.5,2.35
PI68530,W,89,Bf,2,II,22.1,40,G,3.3,19.4,2.66
PI68533-1,P,86,Br,3.8,III,19.7,44,Lt,2.3,13.7,2.51
PI68533-2,P,102,Ib,3.8,III,18.95,42.2,G,2.3,13.7,2.82
PI68535,P,94,Br,3.5,III,19.7,41.5,T,2.3,13.4,2.64
PI68543,P,71,Ib,1.7,II,21.7,39.2,G,2.8,14.4,2.83
PI68551-2,P,97,Br,2.6,II,19.6,43,T,2.3,13.3,2.51
PI68551-3,P,81,Bl,2,I,21.35,41.4,T,3.3,15.9,2.29
PI68554,P,94,Bl,2.2,I,19.65,43.55,T,2.5,14.2,2.36
PI68555,P,86,Bf,2.3,II,18.8,41.6,G,3,13.7,2.67
PI68560,W,104,Y,3.2,III,21.7,41.7,G,2.3,18.8,2.51
PI68562,P,66,Ib,1.4,II,21.5,39.6,G,3,13.3,2.25
PI68564,P,69,Ib,1.7,II,22,38.2,G,3.3,10.3,2.37
PI68572,P,91,Br,1.9,I,20,41.9,T,2.5,13.7,2.13
PI68576,P,94,Tn,2.7,I,20.7,43.2,T,2.8,15.5,2.02
PI68585,P,69,Ib,1.8,II,21.4,41.8,G,3,15.3,3.11
PI68586,P,94,Bl,2.3,I,20.15,42.25,T,2.5,14.3,2.44
PI68587,P,89,Ib,1.7,II,21.65,41.95,G,3,15.4,2.67
PI68598,W,94,Bf,2.3,II,22.4,40.25,G,3,17.9,2.8
PI68599,P,81,Ib,2.5,III,20.95,43.4,G,2.5,17.2,2.34
PI68600,P,94,Ib,2,II,20.3,41.6,G,2.5,14.3,2.66
PI68604-1,W,99,Blbr,3.5,III,19.85,42.4,T,2.5,13.9,2.72
PI68604-2,P,94,Tn,2.4,I,21.1,41.9,T,2.5,15.1,2.36
PI68609A,P,81,Tn,3,III,19.5,43.4,T,2,12.6,2.34
PI68609B,P,91,Bl,3,II,21,40.8,T,3.3,14.7,2.85
PI68610,P,81,Br,1.7,I,19.45,44.65,T,3.8,15.4,2.33
PI68621,P,102,Br,3.3,III,19.1,42.6,T,3.3,17,2.59
PI68622,P,86,Br,1.8,II,19.9,41.5,T,2.3,14.3,2.81
PI68627,P,79,Ib,1.8,II,22.25,40.7,G,3,15.5,2.95
PI68629,P,71,Bf,2.3,II,21.9,40.6,G,3,15.3,2.78
PI68639,P,69,Ib,1.9,II,22.4,39.5,G,3,13.3,2.42
PI68642,W,84,Bf,2.8,II,22.6,38,G,3.5,14.1,2.78
PI68644,P,84,Y,3,IV,20.3,41.5,G,2.5,17.8,2.78
PI68648,P,99,Br,3.9,III,19.5,42.7,T,2.3,15,2.93
PI68655,P,91,Ib,2.9,II,21.7,38.1,G,3,13.2,2.51
PI68658,P,94,Ib,3,II,20.5,38.9,G,2.8,13.5,2.62
PI68661,P,81,Y,2.4,II,19,41.3,G,2.8,16.5,2.29
PI68663,W,124,Bf,3.3,II,21.1,38.9,G,2.5,15,2.58
PI68666,P,86,Ib,2.7,II,22.2,40.2,G,2.5,13,2.37
PI68670-1,P,81,Bl,1.9,II,21.6,40.3,T,2.8,15.8,2.03
PI68670-2,P,102,Br,2,II,21,39.3,T,2.5,14.3,2.68
PI68671,P,79,Lbf,2.7,II,21.5,38.4,G,3,13.7,2.52
PI68676,P,76,Bf,1.8,II,21.3,39.4,G,3.3,14.9,2.74
PI68679-2,P,117,Y,3.3,IV,18.4,41.5,G,2.5,16,2.81
PI68679,W,91,Bf,3.1,III,20.2,44,G,3.3,14.3,2.6
PI68680-2,P,74,G,1.8,II,20.7,42.1,T,3,16.6,2.15
PI68680,W,97,Bf,2.1,II,22.1,38.9,G,3.5,18.8,2.35
PI68683,P,89,Bl,1.9,II,21.7,40,T,3,17.9,2.65
PI68685,W,76,Bf,1.7,II,22.6,38.5,G,2.8,13.8,2.45
PI68687,P,89,Bl,1.7,II,21.15,42.05,Lt,3.3,15.5,2.33
PI68692-2,W,81,Bf,2.3,III,20.9,40.9,G,2.3,15.7,2.56
PI68692,P,99,Y,3.8,IV,19.85,40.75,G,2.3,13.2,3.16
PI68694,P,89,Tn,2.1,II,20.3,41.8,T,2.8,15.5,2.44
PI68696,P,112,Br,3.5,II,20.6,41.5,Ng,2.8,14.7,2.27
PI68701,W,71,Bf,2.4,III,20.9,41.05,G,2.5,14.5,2.72
PI68704,P,79,Bf,2.2,II,22,39.5,G,2.8,14.3,2.77
PI68706,P,74,Ig,1.2,II,18.6,43.5,G,3.3,18.9,2.1
PI68708,P,64,Bf,2.2,II,23.1,38.6,G,2.5,14,2.27
PI68709,P,104,Br,3,II,21.2,41.1,Lt,2.3,13.7,2.39
PI68710,P,109,Bl,4,III,18.9,43.8,T,2.3,14.4,2.8
PI68712,W,79,Y,1.9,II,21.2,41.7,G,2.8,16.4,2.36
PI68713,W,86,Bf,2.3,II,22.4,39.9,G,3.3,17.8,2.62
PI68715,P,79,Br,1.8,II,20,42,T,2.8,13.8,2.04
PI68718,P,94,Br,2.2,II,19.9,40.2,T,2.5,16.2,2.72
PI68722,P,64,Bl,2.5,0,19.35,44.65,T,2.5,18.8,2.13
PI68725,P,94,Br,2.7,II,19.5,43.3,T,2.3,15.4,2.44
PI68728,P,76,Br,2.3,II,19.4,42.9,Lt,2.8,13.2,2.33
PI68729,P,89,Lbf,2.2,II,18.7,44,G,2.5,15.4,2.5
PI68731,P,86,Ib,2.9,III,20.4,42.2,G,2.3,15,2.7
PI68732-1,P,79,Br,3,III,20.2,41.6,T,2.5,15.2,2.54
PI68732,W,81,Bl,1.3,II,20.3,44.2,Lt,3,16.1,2.27
PI68736,W,104,Br,1.8,II,20.3,44.1,T,2.3,15.3,2.64
PI68741,W,79,Bf,1.8,II,21.5,40.2,G,3.5,14.9,2.78
PI68746,P,84,Bl,1.7,I,21.2,41.6,T,3,14.2,2.08
PI68748-1,P,112,Br,3.4,III,20.5,43.1,T,2.3,14.4,2.68
PI68748,W,91,Bf,3,II,21.2,41.4,G,3.5,16.5,2.62
PI68756,W,86,Bf,3.3,III,20.5,42,G,2.8,15.8,2.32
PI68759,P,109,Br,3.4,III,20.2,43,T,2.5,15.2,2.6
PI68761-3,W,104,Y,2.9,III,19.9,42.1,G,2.8,16.4,2.55
PI68761,P,74,Ib,1.8,II,22.5,38.8,G,3,14.6,2.6
PI68762,P,79,Br,2.3,II,20.7,39,T,2.5,15.4,2.64
PI68763,P,76,Ib,1.7,II,21.5,37.9,G,3,14.7,2.31
PI68765,P,102,Y,2.2,II,19.9,38.6,T,2.8,15.6,2.56
PI68768,P,107,Bl,4.2,IV,19.9,43.1,T,2.3,14.9,2.86
PI68770,P,76,Ib,2.4,I,20.5,37.2,G,3.3,11.7,2.06
PI68778,P,79,G,1.4,II,20.2,39.2,G,2.8,14,2.38
PI68788,W,79,Bf,1.7,II,21.9,35.3,G,3.8,14.6,2.94
PI68795,P,74,Ib,2.1,II,22.6,37,G,3,14.2,2.74
PI68806,P,102,Br,2.8,III,20.4,43.3,T,2.3,14.4,2.68
PI68815,P,89,Ib,2,II,21,37.2,G,2.8,15.6,2.02
PI69500,W,91,Br,2.1,II,18.6,40.4,Lt,2.5,14.6,2.83
PI69501,W,104,Bf,2.4,II,21.8,37.3,G,3.3,18.9,2.6
PI69503,W,81,Bf,2.1,II,21.6,37.5,G,3.3,18.5,2.48
PI69507-1,P,97,Br,3.8,IV,19.9,41.3,T,2.3,14.9,2.47
PI69507,P,84,Bl,2.1,I,21,36.9,T,3.3,14.7,2.13
PI69512,P,89,Bl,2.3,II,20.7,39.8,T,2.8,17.6,2.64
PI69515,W,74,Br,4,III,20.3,42.8,T,2.3,14.6,2.27
PI69532,P,81,Y,1.9,II,21,40,G,2.8,14.4,2.7
PI69533,P,81,Ib,2.5,I,22.4,37.1,G,2.5,14.7,2.35
PI69991,W,69,Bf,2,II,22,36.9,G,3.5,13.6,2.35
PI69992,W,86,Bf,2,II,21.4,37,G,3.5,19.2,2.56
PI69993,W,76,Bf,2.4,III,20.2,44.3,G,2.5,19.5,2.43
PI69995,W,99,Bf,3.5,III,20.2,45.1,G,2.3,14.8,2.62
PI69996,W,86,Bf,2.1,II,21.7,38.4,G,3.5,19,2.6
PI70001,W,84,Y,2.8,III,19.6,44.3,G,3,20,2.29
PI70009,W,94,Y,2.4,II,21.45,39,G,2.8,17,2.78
PI70013,P,109,Bf,3,IV,19.9,42.2,G,2.8,15.3,2.78
PI70014,P,84,Bl,3,III,20.2,41.8,T,2.3,13.1,2.6
PI70016,P,84,Bl,1.9,I,21.05,39.55,T,3.3,16.6,2.27
PI70017,P,81,Bf,1.6,I,19.7,39.2,G,2.5,13.9,2.22
PI70019,W,74,Lbf,2.3,III,21.8,39.8,G,2.5,17.9,2.33
PI70021,W,97,Bf,2.4,II,22.85,38.45,G,2.8,13.2,2.54
PI70023,P,114,Bl,3.4,III,19.3,42.8,T,2.3,16.4,3.07
PI70027,P,84,Br,2,I,19.8,37.6,T,2.3,10.6,1.74
PI70036,W,104,Bf,2.9,II,22.25,39.45,G,3.8,14.8,2.45
PI70076,P,104,Bl,3.8,III,19.65,40.85,T,2.8,13,2.44
PI70077,P,91,Bf,4,II,20.85,39.55,G,2.3,12.9,2.7
PI70078,W,86,Br,2.4,II,19.5,38.5,T,2.3,13,2.24
PI70080,P,107,Br,3.3,III,19.6,42.8,T,2.5,15.7,2.33
PI70084,P,89,Bf,2.8,II,20,39.2,G,3,12.6,2.13
PI70087,P,84,Y,1.7,I,20.8,38.5,G,2.5,16,2.39
PI70089,W,81,Bf,1.8,II,22.2,36.9,G,3.3,17.8,2.24
PI70091,W,74,Bf,1.6,II,21.2,40.2,G,2.5,11.9,2.19
PI70188,P,94,Bf,4.5,III,19.2,43.4,G,2.8,14.9,2.81
PI70189,P,89,Br,3.3,III,20.2,43.3,T,2.3,15.5,3.12
PI70192,P,81,Tn,2.4,III,21.1,42.3,T,2.3,14.4,2.05
PI70197,P,99,Rbr;Rbr,3.5,II,19.1,40.6,T,2.8,16.6,2.02
PI70199,W,81,Bf,2.8,III,21.3,41,G,2.8,15.7,2.84
PI70201,P,119,Br,4,III,20.2,43.2,T,2.5,14.9,2.56
PI70202,P,109,Bl,2.8,III,18.7,44.7,T,2.3,16.5,2.35
PI70208,P,114,Bl,3.4,IV,18.1,44.4,T,2.3,15.5,2.69
PI70212,P,76,Bl,2.3,III,20.2,43.4,T,2.3,16.5,2.6
PI70213,P,112,Ib,3.4,III,20.9,43.3,G,2.5,16.8,2.51
PI70224,W,84,Bl,1.4,II,20.3,40.5,Lt,2.8,16.9,2.42
PI70228,P,97,Y,1.8,II,20.9,40.6,T,2.8,15,2.41
PI70229,W,102,Lbf,3.8,IV,19,44,G,2.3,18.5,2.96
PI70241,W,71,Bf,1.4,I,21.85,39.5,G,3.3,12.3,2.25
PI70242-2,P,89,Bl,2.3,IV,19.8,44.8,T,2,20.1,2.66
PI70242-4,P,74,Bf,3,0,20.05,40.2,G,2,19.6,1.92
PI70242,P,99,Y,2.2,II,19.8,37.6,T,2.8,14.8,2.4
PI70243,P,74,Y,3.6,IV,19,44.5,G,3.5,30.6,2.04
PI70247,P,102,Bl,4.1,III,20.1,43.2,T,2.5,15.2,2.82
PI70251,P,71,Bl,1.7,II,21.2,39.7,T,2.8,12,2.35
PI70253,W,79,Lbf,2,III,21.4,43,G,2.8,16.2,2.17
PI70453,P,109,Bl,2.5,II,20.1,35.1,T,4.3,12.5,2.53
PI70456,P,81,Ib,2.3,II,21.5,35.1,G,3.3,15.4,2.89
PI70457,W,76,Bf,1.7,II,22.2,35.6,G,3.5,13.9,2.71
PI70458,P,84,Br,2.2,II,20.5,39.2,T,2.5,12.5,2.45
PI70459,P,104,Bl,2.3,II,22.3,36.6,T,3.3,16.8,2.49
PI70460,W,86,Bl,2.7,II,20.1,38.6,T,3.5,15.9,2.6
PI70461,P,86,Br,2,II,19.6,39.3,T,2.5,13,2.34
PI70462,P,102,Bl,4.3,III,20.4,42.9,T,2,16.2,2.82
PI70463,W,89,Bf,1.9,II,22.3,36.5,G,3,19.9,2.71
